ticker,name,close,change,market,date
4164,承業醫,25.5,0.3,TWSE,2026-09-11
4169,泰宗,145.0,-2.0,TWSE,2026-09-11
4178,永笙-KY,16.5,-0.3,TWSE,2026-09-11
4190,佐登-KY,25.85,-0.1,TWSE,2026-09-11
4195,基米-創,13.6,-0.6,TWSE,2026-09-11
4306,炎洲,14.7,-0.2,TWSE,2026-09-11
4414,如興,8.1,-0.08,TWSE,2026-09-11
4426,利勤,7.65,-0.03,TWSE,2026-09-11
4438,廣越,58.0,0.2,TWSE,2026-09-11
4439,冠星-KY,94.5,-0.8,TWSE,2026-09-11
4440,宜新實業,17.6,0.05,TWSE,2026-09-11
4441,振大環球,173.5,0.5,TWSE,2026-09-11
4526,東台,30.3,-1.1,TWSE,2026-09-11
4532,瑞智,23.45,-0.25,TWSE,2026-09-11
4536,拓凱,162.0,-2.5,TWSE,2026-09-11
4540,全球傳動,58.1,0.1,TWSE,2026-09-11
4545,銘鈺,32.6,1.2,TWSE,2026-09-11
4551,智伸科,157.0,-2.0,TWSE,2026-09-11
4552,力達-KY,15.7,-0.4,TWSE,2026-09-11
4555,氣立,42.5,0.3,TWSE,2026-09-11
4557,永新-KY,50.0,-0.4,TWSE,2026-09-11
4560,強信-KY,29.45,-0.2,TWSE,2026-09-11
4562,穎漢,29.3,-0.35,TWSE,2026-09-11
4564,元翎,15.7,0.05,TWSE,2026-09-11
4566,時碩工業,64.9,0.7,TWSE,2026-09-11
4569,六方科-KY,155.0,-3.5,TWSE,2026-09-11
4571,鈞興-KY,150.5,0.0,TWSE,2026-09-11
4572,駐龍,142.5,1.5,TWSE,2026-09-11
4576,大銀微系統,242.0,4.0,TWSE,2026-09-11
4581,光隆精密-KY,47.15,-0.1,TWSE,2026-09-11
4582,聚恆-創,22.7,-0.2,TWSE,2026-09-11
4583,台灣精銳,433.0,-9.0,TWSE,2026-09-11
4585,達明,298.0,7.5,TWSE,2026-09-11
4588,玖鼎電力,50.6,-0.4,TWSE,2026-09-11
4590,富田-創,89.9,-2.1,TWSE,2026-09-11
4720,德淵,18.25,-0.2,TWSE,2026-09-11
4722,國精化,184.0,-2.0,TWSE,2026-09-11
4736,泰博,127.5,-0.5,TWSE,2026-09-11
4737,華廣,58.4,0.1,TWSE,2026-09-11
4739,康普,78.1,0.5,TWSE,2026-09-11
4746,台耀,45.25,-1.2,TWSE,2026-09-11
4755,三福化,112.0,-1.5,TWSE,2026-09-11
4763,材料*-KY,48.85,0.5,TWSE,2026-09-11
4764,雙鍵,215.0,-5.5,TWSE,2026-09-11
4766,南寶,337.0,-2.0,TWSE,2026-09-11
4770,上品,231.0,-8.0,TWSE,2026-09-11
4771,望隼,201.5,-1.5,TWSE,2026-09-11
4807,日成-KY,28.65,-0.6,TWSE,2026-09-11
4904,遠傳,105.5,1.0,TWSE,2026-09-11
4906,正文,35.9,-0.45,TWSE,2026-09-11
4912,聯德控股-KY,90.0,0.0,TWSE,2026-09-11
4915,致伸,62.8,0.7,TWSE,2026-09-11
4916,事欣科,94.3,-0.4,TWSE,2026-09-11
4919,新唐,112.5,-4.0,TWSE,2026-09-11
4927,泰鼎-KY,41.3,-1.45,TWSE,2026-09-11
4930,燦星網,15.85,-0.1,TWSE,2026-09-11
4934,太極,13.4,-0.25,TWSE,2026-09-11
4935,茂林-KY,31.9,-0.85,TWSE,2026-09-11
4938,和碩,91.0,0.0,TWSE,2026-09-11
4942,嘉彰,31.9,-0.5,TWSE,2026-09-11
4943,康控-KY,7.29,0.09,TWSE,2026-09-11
4949,有成精密,76.5,-0.2,TWSE,2026-09-11
4952,凌通,47.25,-0.85,TWSE,2026-09-11
4956,光鋐,32.05,-1.75,TWSE,2026-09-11
4958,臻鼎-KY,495.0,0.5,TWSE,2026-09-11
4960,誠美材,20.25,-0.25,TWSE,2026-09-11
4961,天鈺,170.0,-2.5,TWSE,2026-09-11
4967,十銓,280.5,4.0,TWSE,2026-09-11
4968,立積,88.2,-0.6,TWSE,2026-09-11
4976,佳凌,36.1,-0.8,TWSE,2026-09-11
4977,眾達-KY,175.0,2.0,TWSE,2026-09-11
4989,榮科,60.1,-2.1,TWSE,2026-09-11
4994,傳奇,82.8,-0.2,TWSE,2026-09-11
4999,鑫禾,18.05,-0.05,TWSE,2026-09-11
5007,三星,55.8,-0.4,TWSE,2026-09-11
5203,訊連,55.8,0.2,TWSE,2026-09-11
5215,科嘉-KY,38.45,-0.05,TWSE,2026-09-11
5222,全訊,103.0,-0.5,TWSE,2026-09-11
5225,東科-KY,53.0,-0.7,TWSE,2026-09-11
5234,達興材料,287.0,-3.0,TWSE,2026-09-11
5236,凌陽創新,131.0,-3.5,TWSE,2026-09-11
5243,乙盛-KY,89.6,-0.6,TWSE,2026-09-11
5244,弘凱,33.8,-0.5,TWSE,2026-09-11
5258,虹堡,42.35,-2.6,TWSE,2026-09-11
5269,祥碩,1315.0,-45.0,TWSE,2026-09-11
5283,禾聯碩,53.1,-1.0,TWSE,2026-09-11
5284,jpp-KY,297.5,-10.5,TWSE,2026-09-11
5285,界霖,82.5,-1.3,TWSE,2026-09-11
5288,豐祥-KY,180.5,-2.0,TWSE,2026-09-11
5292,華懋,217.0,-3.0,TWSE,2026-09-11
5306,桂盟,88.5,-4.5,TWSE,2026-09-11
5388,中磊,71.7,0.6,TWSE,2026-09-11
5434,崇越,527.0,0.0,TWSE,2026-09-11
5469,瀚宇博,72.3,0.6,TWSE,2026-09-11
5471,松翰,51.5,-1.6,TWSE,2026-09-11
5484,慧友,39.85,-0.15,TWSE,2026-09-11
5515,建國,49.85,-0.15,TWSE,2026-09-11
5519,隆大,25.85,-0.45,TWSE,2026-09-11
5521,工信,10.45,-0.25,TWSE,2026-09-11
5522,遠雄,62.6,-0.1,TWSE,2026-09-11
5525,順天,21.95,-0.2,TWSE,2026-09-11
5531,鄉林,7.16,-0.04,TWSE,2026-09-11
5533,皇鼎,13.9,0.0,TWSE,2026-09-11
5534,長虹,74.0,-0.5,TWSE,2026-09-11
5538,東明-KY,35.7,-0.8,TWSE,2026-09-11
5546,永固-KY,14.55,0.1,TWSE,2026-09-11
5607,遠雄港,53.0,0.7,TWSE,2026-09-11
5608,四維航,16.75,-0.15,TWSE,2026-09-11
5706,鳳凰,44.3,0.05,TWSE,2026-09-11
5871,中租-KY,111.5,-1.0,TWSE,2026-09-11
5871A,中租-KY甲特,100.0,0.0,TWSE,2026-09-11
5876,上海商銀,48.65,0.75,TWSE,2026-09-11
5880,合庫金,27.2,0.35,TWSE,2026-09-11
5906,台南-KY,37.3,-0.05,TWSE,2026-09-11
5907,大洋-KY,4.84,-0.04,TWSE,2026-09-11
6005,群益證,31.5,-0.1,TWSE,2026-09-11
6024,群益期,60.7,-0.2,TWSE,2026-09-11
6108,競國,22.15,-1.15,TWSE,2026-09-11
6112,邁達特,46.05,1.25,TWSE,2026-09-11
6115,鎰勝,43.85,-0.05,TWSE,2026-09-11
6116,彩晶,14.1,-0.6,TWSE,2026-09-11
6117,迎廣,61.3,-0.5,TWSE,2026-09-11
6120,達運,11.95,-0.25,TWSE,2026-09-11
6128,上福,18.8,-0.15,TWSE,2026-09-11
6133,金橋,23.55,1.45,TWSE,2026-09-11
6136,富爾特,24.7,0.05,TWSE,2026-09-11
6139,亞翔,709.0,-44.0,TWSE,2026-09-11
6141,柏承,51.0,-4.4,TWSE,2026-09-11
6142,友勁,8.85,0.3,TWSE,2026-09-11
6152,百一,15.0,-0.2,TWSE,2026-09-11
6153,嘉聯益,17.3,-0.1,TWSE,2026-09-11
6155,鈞寶,55.3,-1.8,TWSE,2026-09-11
6164,華興,11.25,-0.05,TWSE,2026-09-11
6165,浪凡,47.35,-0.35,TWSE,2026-09-11
6166,凌華,112.5,0.0,TWSE,2026-09-11
6168,宏齊,29.45,-0.35,TWSE,2026-09-11
6176,瑞儀,88.9,-0.2,TWSE,2026-09-11
6177,達麗,47.5,0.0,TWSE,2026-09-11
6183,關貿,91.2,-0.1,TWSE,2026-09-11
6184,大豐電,40.05,-0.45,TWSE,2026-09-11
6189,豐藝,46.55,0.2,TWSE,2026-09-11
6191,精成科,82.3,0.3,TWSE,2026-09-11
6192,巨路,111.0,-3.0,TWSE,2026-09-11
6196,帆宣,511.0,-24.0,TWSE,2026-09-11
6197,佳必琪,300.0,-1.0,TWSE,2026-09-11
6201,亞弘電,45.0,0.7,TWSE,2026-09-11
6202,盛群,55.2,-1.4,TWSE,2026-09-11
6205,詮欣,61.3,-1.8,TWSE,2026-09-11
6206,飛捷,138.0,3.0,TWSE,2026-09-11
6209,今國光,80.0,-1.0,TWSE,2026-09-11
6213,聯茂,509.0,-10.0,TWSE,2026-09-11
6214,精誠,188.5,1.0,TWSE,2026-09-11
6215,和椿,98.2,-2.3,TWSE,2026-09-11
6216,居易,19.8,-0.2,TWSE,2026-09-11
6224,聚鼎,87.5,-1.5,TWSE,2026-09-11
6225,天瀚,74.9,0.6,TWSE,2026-09-11
6226,光鼎,30.0,-2.6,TWSE,2026-09-11
6230,尼得科超眾,106.0,-1.5,TWSE,2026-09-11
6235,華孚,38.2,-0.2,TWSE,2026-09-11
6239,力成,273.0,-10.5,TWSE,2026-09-11
6243,迅杰,36.8,-0.6,TWSE,2026-09-11
6257,矽格,211.5,-5.5,TWSE,2026-09-11
6269,台郡,66.1,-0.5,TWSE,2026-09-11
6271,同欣電,220.0,-7.0,TWSE,2026-09-11
6272,驊陞,27.65,-1.95,TWSE,2026-09-11
6277,宏正,76.3,-1.3,TWSE,2026-09-11
6278,台表科,186.5,-5.0,TWSE,2026-09-11
6281,全國電,51.3,0.0,TWSE,2026-09-11
6282,康舒,42.75,-0.45,TWSE,2026-09-11
6283,淳安,19.0,-0.8,TWSE,2026-09-11
6285,啟碁,222.5,-4.5,TWSE,2026-09-11
6405,悅城,38.35,-0.85,TWSE,2026-09-11
6409,旭隼,861.0,-15.0,TWSE,2026-09-11
6412,群電,73.7,0.0,TWSE,2026-09-11
6414,樺漢,370.0,-2.5,TWSE,2026-09-11
6415,矽力*-KY,401.0,-4.0,TWSE,2026-09-11
6416,瑞祺電通,115.5,5.0,TWSE,2026-09-11
6426,統新,302.0,-20.0,TWSE,2026-09-11
6431,光麗-KY,18.25,0.0,TWSE,2026-09-11
6438,迅得,148.0,-3.0,TWSE,2026-09-11
6442,光聖,1670.0,-130.0,TWSE,2026-09-11
6443,元晶,23.2,-0.45,TWSE,2026-09-11
6446,藥華藥,1280.0,-40.0,TWSE,2026-09-11
6449,鈺邦,217.0,-9.5,TWSE,2026-09-11
6451,訊芯-KY,409.5,-15.5,TWSE,2026-09-11
6456,GIS-KY,63.4,-0.7,TWSE,2026-09-11
6464,台數科,76.5,-1.2,TWSE,2026-09-11
6472,保瑞,399.0,-6.5,TWSE,2026-09-11
6477,安集,33.7,-0.15,TWSE,2026-09-11
6491,晶碩,367.5,1.0,TWSE,2026-09-11
6504,南六,36.7,-0.5,TWSE,2026-09-11
6505,台塑化,83.6,-2.6,TWSE,2026-09-11
6515,穎崴,6890.0,-305.0,TWSE,2026-09-11
6525,捷敏-KY,124.5,-5.0,TWSE,2026-09-11
6526,達發,624.0,-18.0,TWSE,2026-09-11
6531,愛普*,988.0,-42.0,TWSE,2026-09-11
6533,晶心科,232.5,-13.5,TWSE,2026-09-11
6534,正瀚-創,90.7,-1.3,TWSE,2026-09-11
6541,泰福-KY,30.8,-0.75,TWSE,2026-09-11
6550,北極星藥業-KY,9.97,-0.23,TWSE,2026-09-11
6552,易華電,23.3,0.0,TWSE,2026-09-11
6558,興能高,24.0,0.35,TWSE,2026-09-11
6573,虹揚-KY,15.9,-0.15,TWSE,2026-09-11
6579,研揚,148.0,-0.5,TWSE,2026-09-11
6581,鋼聯,111.5,0.0,TWSE,2026-09-11
6582,申豐,31.5,-0.1,TWSE,2026-09-11
6585,鼎基,103.0,-0.5,TWSE,2026-09-11
6589,台康生技,45.3,-2.6,TWSE,2026-09-11
6591,動力-KY,41.9,-0.25,TWSE,2026-09-11
6592,和潤企業,59.8,-0.2,TWSE,2026-09-11
6592A,和潤企業甲特,96.1,0.1,TWSE,2026-09-11
6592B,和潤企業乙特,94.9,0.0,TWSE,2026-09-11
6598,ABC-KY,28.2,-1.05,TWSE,2026-09-11
6605,帝寶,137.5,2.0,TWSE,2026-09-11
6606,建德工業,25.7,-0.1,TWSE,2026-09-11
6614,資拓宏宇,35.7,0.05,TWSE,2026-09-11
6625,必應,73.3,-2.4,TWSE,2026-09-11
6641,基士德-KY,16.9,-0.1,TWSE,2026-09-11
6645,金萬林-創,13.0,0.6,TWSE,2026-09-11
6655,科定,122.5,1.0,TWSE,2026-09-11
6657,華安,35.6,-1.7,TWSE,2026-09-11
6658,聯策,167.5,-5.0,TWSE,2026-09-11
6666,羅麗芬-KY,44.0,-0.85,TWSE,2026-09-11
6668,中揚光,39.3,-1.75,TWSE,2026-09-11
6669,緯穎,2310.0,-35.0,TWSE,2026-09-11
6670,復盛應用,275.0,-1.0,TWSE,2026-09-11
6671,三能-KY,23.0,0.0,TWSE,2026-09-11
6672,騰輝電子-KY,292.0,-7.0,TWSE,2026-09-11
6674,鋐寶科技,15.8,-0.2,TWSE,2026-09-11
6689,伊雲谷,64.1,4.0,TWSE,2026-09-11
6691,洋基工程,609.0,-13.0,TWSE,2026-09-11
6695,芯鼎,46.5,-1.5,TWSE,2026-09-11
6698,旭暉應材,31.1,-0.7,TWSE,2026-09-11
6706,惠特,137.5,12.5,TWSE,2026-09-11
6715,嘉基,321.5,-15.0,TWSE,2026-09-11
6719,力智,180.0,-4.5,TWSE,2026-09-11
6722,輝創,32.65,-0.55,TWSE,2026-09-11
6742,澤米,45.2,-0.55,TWSE,2026-09-11
6743,安普新,29.3,-0.05,TWSE,2026-09-11
6753,龍德造船,134.0,-1.5,TWSE,2026-09-11
6754,匯僑設計,42.05,-0.45,TWSE,2026-09-11
6756,威鋒電子,96.0,-1.9,TWSE,2026-09-11
6757,台灣虎航,54.2,0.0,TWSE,2026-09-11
6768,志強-KY,61.5,-0.9,TWSE,2026-09-11
6770,力積電,70.7,-2.8,TWSE,2026-09-11
6771,平和環保-創,41.75,0.05,TWSE,2026-09-11
6776,展碁國際,51.6,-0.4,TWSE,2026-09-11
6781,AES-KY,1005.0,-25.0,TWSE,2026-09-11
6782,視陽,223.5,-4.0,TWSE,2026-09-11
6789,采鈺,446.0,-23.5,TWSE,2026-09-11
6790,永豐實,37.8,-0.1,TWSE,2026-09-11
6792,詠業,57.6,-1.0,TWSE,2026-09-11
6794,向榮生技,77.0,0.7,TWSE,2026-09-11
6796,晉弘,51.7,-3.9,TWSE,2026-09-11
6799,來頡,78.7,-0.1,TWSE,2026-09-11
6805,富世達,2150.0,-40.0,TWSE,2026-09-11
6807,峰源-KY,33.45,0.0,TWSE,2026-09-11
6830,汎銓,551.0,-40.0,TWSE,2026-09-11
6831,邁科,567.0,15.0,TWSE,2026-09-11
6834,天二科技,108.0,2.5,TWSE,2026-09-11
6835,圓裕,30.15,-0.85,TWSE,2026-09-11
6838,台新藥,23.6,-0.3,TWSE,2026-09-11
6854,錼創科技-KY創,89.1,-0.5,TWSE,2026-09-11
6861,睿生光電,214.5,10.5,TWSE,2026-09-11
6862,三集瑞-KY,133.0,-1.0,TWSE,2026-09-11
6863,永道-KY,91.2,-8.0,TWSE,2026-09-11
6869,雲豹能源,63.5,0.0,TWSE,2026-09-11
6873,泓德能源,68.1,-1.0,TWSE,2026-09-11
6885,全福生技,27.1,0.85,TWSE,2026-09-11
6887,寶綠特-KY,37.35,0.45,TWSE,2026-09-11
6890,來億-KY,150.0,-4.0,TWSE,2026-09-11
6901,鑽石投資,14.75,-0.25,TWSE,2026-09-11
6902,GOGOLOOK,121.0,-5.5,TWSE,2026-09-11
6906,現觀科,80.7,-2.3,TWSE,2026-09-11
6908,宏碁遊戲-創,29.95,-0.25,TWSE,2026-09-11
6909,創控,43.9,3.95,TWSE,2026-09-11
6914,阜爾運通,120.0,-1.0,TWSE,2026-09-11
6916,華凌,18.5,-0.35,TWSE,2026-09-11
6918,愛派司,72.9,-1.8,TWSE,2026-09-11
6919,康霈*,79.5,-6.1,TWSE,2026-09-11
6921,嘉雨思-創,61.0,-2.0,TWSE,2026-09-11
6923,中台,76.3,-0.2,TWSE,2026-09-11
6924,榮惠-KY創,141.5,12.5,TWSE,2026-09-11
6928,攸泰科技,46.05,-1.8,TWSE,2026-09-11
6931,青松健康,39.3,-0.1,TWSE,2026-09-11
6933,AMAX-KY,320.0,-16.0,TWSE,2026-09-11
6934,心誠鎂,75.1,-1.3,TWSE,2026-09-11
6936,永鴻生技,31.7,-0.6,TWSE,2026-09-11
6937,天虹,288.5,-7.5,TWSE,2026-09-11
6944,兆聯實業,690.0,-19.0,TWSE,2026-09-11
6947,台鎔科技,68.6,-1.3,TWSE,2026-09-11
6949,沛爾生醫*-創,53.0,-5.8,TWSE,2026-09-11
6951,青新-創,70.2,-0.3,TWSE,2026-09-11
6952,大武山,38.8,-0.1,TWSE,2026-09-11
6955,邦睿生技-創,99.0,-0.5,TWSE,2026-09-11
6957,裕慶-KY,231.5,7.0,TWSE,2026-09-11
6958,日盛台駿,17.3,-0.25,TWSE,2026-09-11
6958A,日盛台駿甲特,20.25,-0.05,TWSE,2026-09-11
6962,奕力-KY,30.4,-0.4,TWSE,2026-09-11
6965,中傑-KY,69.8,-1.2,TWSE,2026-09-11
6969,成信實業*-創,33.65,-0.6,TWSE,2026-09-11
6988,威力暘-創,11.9,0.0,TWSE,2026-09-11
6994,富威電力,29.35,-3.25,TWSE,2026-09-11
7610,聯友金屬-創,1975.0,-60.0,TWSE,2026-09-11
7631,聚賢研發-創,138.0,-3.5,TWSE,2026-09-11
7689,大鵬科CLMX,156.5,-3.0,TWSE,2026-09-11
7705,三商餐飲,29.95,0.05,TWSE,2026-09-11
7711,永擎,531.0,-59.0,TWSE,2026-09-11
7721,微程式,59.2,-1.9,TWSE,2026-09-11
7722,LINEPAY,261.5,-6.0,TWSE,2026-09-11
7730,暉盛-創,172.0,-1.0,TWSE,2026-09-11
7732,金興精密,33.5,-0.65,TWSE,2026-09-11
7736,虎山,69.1,-0.7,TWSE,2026-09-11
7740,熙特爾-創,129.0,-3.0,TWSE,2026-09-11
7749,意騰-KY,349.5,-6.0,TWSE,2026-09-11
7750,新代,1995.0,-220.0,TWSE,2026-09-11
7760,享溫馨,32.5,-0.2,TWSE,2026-09-11
7765,中華資安,218.5,3.5,TWSE,2026-09-11
7768,頌勝科技,263.0,-8.5,TWSE,2026-09-11
7769,鴻勁,6310.0,-165.0,TWSE,2026-09-11
7780,大研生醫*,16.4,-0.15,TWSE,2026-09-11
7786,東方風能,115.0,0.5,TWSE,2026-09-11
7788,松川精密,286.5,-21.5,TWSE,2026-09-11
7791,皇家可口,55.3,-0.2,TWSE,2026-09-11
7795,長廣,507.0,-27.0,TWSE,2026-09-11
7799,禾榮科,414.5,-10.5,TWSE,2026-09-11
7803,雲象科技-創,19.05,-0.55,TWSE,2026-09-11
7818,溢泰實業,60.0,-0.7,TWSE,2026-09-11
7821,神數,38.9,-0.9,TWSE,2026-09-11
7822,倍利科,834.0,-32.0,TWSE,2026-09-11
7823,奧義賽博-KY創,81.0,1.9,TWSE,2026-09-11
7827,漢康-KY創,152.5,-0.5,TWSE,2026-09-11
7835,永悅健康-創,21.6,-0.9,TWSE,2026-09-11
7855,和運租車,42.1,0.05,TWSE,2026-09-11
8011,台通,15.55,0.1,TWSE,2026-09-11
8016,矽創,277.5,-1.5,TWSE,2026-09-11
8021,尖點,418.5,-19.5,TWSE,2026-09-11
8028,昇陽半導體,225.5,-4.0,TWSE,2026-09-11
8033,雷虎,172.5,1.0,TWSE,2026-09-11
8039,台虹,272.0,-3.0,TWSE,2026-09-11
8045,達運光電,47.2,-0.8,TWSE,2026-09-11
8046,南電,1080.0,10.0,TWSE,2026-09-11
8070,長華*,49.0,-0.45,TWSE,2026-09-11
8072,陞泰,26.1,0.2,TWSE,2026-09-11
8081,致新,247.0,-0.5,TWSE,2026-09-11
8101,華冠,12.15,0.55,TWSE,2026-09-11
8103,瀚荃,113.0,3.0,TWSE,2026-09-11
8104,錸寶,29.8,-0.15,TWSE,2026-09-11
8105,凌巨,14.65,0.0,TWSE,2026-09-11
8110,華東,42.15,-0.6,TWSE,2026-09-11
8112,至上,84.6,-1.3,TWSE,2026-09-11
8112A,至上甲特,45.2,0.0,TWSE,2026-09-11
8114,振樺電,177.5,-1.0,TWSE,2026-09-11
8131,福懋科,60.3,-1.7,TWSE,2026-09-11
8150,南茂,86.7,-4.2,TWSE,2026-09-11
8162,微矽電子-創,61.2,0.7,TWSE,2026-09-11
8163,達方,29.6,-0.4,TWSE,2026-09-11
8201,無敵,11.95,-0.05,TWSE,2026-09-11
8210,勤誠,900.0,-10.0,TWSE,2026-09-11
8213,志超,32.25,-0.05,TWSE,2026-09-11
8215,明基材,25.05,0.0,TWSE,2026-09-11
8222,寶一,34.7,0.0,TWSE,2026-09-11
8249,菱光,37.6,-0.8,TWSE,2026-09-11
8261,富鼎,162.0,-6.0,TWSE,2026-09-11
8271,宇瞻,206.0,-5.0,TWSE,2026-09-11
8341,日友,74.4,-0.2,TWSE,2026-09-11
8367,建新國際,40.2,-0.3,TWSE,2026-09-11
8374,羅昇,78.6,-0.9,TWSE,2026-09-11
8404,百和興業-KY,13.9,-0.45,TWSE,2026-09-11
8411,福貞-KY,13.0,0.0,TWSE,2026-09-11
8422,可寧衛*,26.05,-0.25,TWSE,2026-09-11
8429,金麗-KY,5.95,-0.02,TWSE,2026-09-11
8438,昶昕,67.0,-1.9,TWSE,2026-09-11
8442,威宏-KY,45.75,-0.6,TWSE,2026-09-11
8443,阿瘦,11.15,-0.05,TWSE,2026-09-11
8454,富邦媒,241.0,7.0,TWSE,2026-09-11
8462,柏文,159.5,-5.0,TWSE,2026-09-11
8463,潤泰材,21.35,-0.05,TWSE,2026-09-11
8464,億豐,371.0,2.5,TWSE,2026-09-11
8466,美吉吉-KY,14.05,0.0,TWSE,2026-09-11
8467,波力-KY,83.5,-6.2,TWSE,2026-09-11
8473,山林水,38.3,-1.3,TWSE,2026-09-11
8476,台境*,19.9,0.0,TWSE,2026-09-11
8478,東哥遊艇,141.5,0.5,TWSE,2026-09-11
8481,政伸,40.9,-0.5,TWSE,2026-09-11
8482,商億-KY,47.6,-2.0,TWSE,2026-09-11
8487,愛爾達-創,70.5,-0.6,TWSE,2026-09-11
8488,吉源-KY,10.05,-0.15,TWSE,2026-09-11
8499,鼎炫-KY,251.5,-4.5,TWSE,2026-09-11
8926,台汽電,58.0,-0.7,TWSE,2026-09-11
8940,新天地,14.75,-0.15,TWSE,2026-09-11
8996,高力,1330.0,30.0,TWSE,2026-09-11
9103,美德醫療-DR,5.0,0.0,TWSE,2026-09-11
910322,康師傅-DR,24.1,0.25,TWSE,2026-09-11
9105,泰金寶-DR,8.59,-0.04,TWSE,2026-09-11
910861,神州-DR,3.84,0.14,TWSE,2026-09-11
9110,越南控-DR,2.94,0.0,TWSE,2026-09-11
911608,明輝-DR,2.72,0.02,TWSE,2026-09-11
911622,泰聚亨-DR,3.59,0.0,TWSE,2026-09-11
911868,同方友友-DR,1.15,-0.01,TWSE,2026-09-11
912000,晨訊科-DR,2.43,0.0,TWSE,2026-09-11
9136,巨騰-DR,9.41,-0.64,TWSE,2026-09-11
9802,鈺齊-KY,64.7,-1.3,TWSE,2026-09-11
9902,台火,13.4,-0.15,TWSE,2026-09-11
9904,寶成,24.2,0.1,TWSE,2026-09-11
9905,大華,21.35,-0.15,TWSE,2026-09-11
9906,欣巴巴,39.2,-0.55,TWSE,2026-09-11
9907,統一實,15.1,-0.2,TWSE,2026-09-11
9908,大台北,28.95,-0.1,TWSE,2026-09-11
9910,豐泰,67.8,-0.7,TWSE,2026-09-11
9911,櫻花,81.8,0.0,TWSE,2026-09-11
9912,偉聯,13.0,0.0,TWSE,2026-09-11
9914,美利達,69.7,-7.7,TWSE,2026-09-11
9917,中保科,105.5,0.0,TWSE,2026-09-11
9918,欣天然,43.2,-0.3,TWSE,2026-09-11
9919,康那香,13.95,-0.2,TWSE,2026-09-11
9921,巨大,87.6,-9.7,TWSE,2026-09-11
9924,福興,38.2,-0.05,TWSE,2026-09-11
9925,新保,39.55,-0.15,TWSE,2026-09-11
9926,新海,49.4,-0.05,TWSE,2026-09-11
9927,泰銘,69.9,0.1,TWSE,2026-09-11
9928,中視,17.6,-0.1,TWSE,2026-09-11
9929,秋雨,11.1,0.0,TWSE,2026-09-11
9930,中聯資源,62.0,-0.2,TWSE,2026-09-11
9931,欣高,34.2,0.05,TWSE,2026-09-11
9933,中鼎,41.7,1.35,TWSE,2026-09-11
9934,成霖,9.93,-0.22,TWSE,2026-09-11
9935,慶豐富,18.1,-1.2,TWSE,2026-09-11
9937,全國,55.0,-0.6,TWSE,2026-09-11
9938,百和,38.15,-0.95,TWSE,2026-09-11
9939,宏全,129.5,1.5,TWSE,2026-09-11
9940,信義,20.1,-0.15,TWSE,2026-09-11
9941,裕融,80.3,0.0,TWSE,2026-09-11
9942,茂順,113.5,0.0,TWSE,2026-09-11
9943,好樂迪,50.8,-0.2,TWSE,2026-09-11
9944,新麗,17.4,0.1,TWSE,2026-09-11
9945,潤泰新,28.1,0.35,TWSE,2026-09-11
9946,三發地產,17.0,-0.15,TWSE,2026-09-11
9955,佳龍,23.5,-0.15,TWSE,2026-09-11
9958,世紀鋼,90.1,-1.3,TWSE,2026-09-11
