ticker,name,close,change,market,date
1752,南光,31.35,0.0,TWSE,2026-09-11
1760,寶齡富錦,54.1,-0.9,TWSE,2026-09-11
1762,中化生,33.7,-1.05,TWSE,2026-09-11
1773,勝一,159.0,-2.5,TWSE,2026-09-11
1776,展宇,17.6,0.05,TWSE,2026-09-11
1783,和康生,36.4,-0.65,TWSE,2026-09-11
1786,科妍,43.3,0.55,TWSE,2026-09-11
1789,神隆,18.3,-0.3,TWSE,2026-09-11
1795,美時,173.5,-3.5,TWSE,2026-09-11
1802,台玻,58.2,-1.4,TWSE,2026-09-11
1805,寶徠,10.1,0.0,TWSE,2026-09-11
1806,冠軍,8.03,0.0,TWSE,2026-09-11
1808,潤隆,34.45,0.05,TWSE,2026-09-11
1809,中釉,37.45,-0.6,TWSE,2026-09-11
1810,和成,23.55,-0.15,TWSE,2026-09-11
1817,凱撒衛,40.45,-0.05,TWSE,2026-09-11
1903,士紙,47.4,-0.1,TWSE,2026-09-11
1904,正隆,24.8,-0.75,TWSE,2026-09-11
1905,華紙,13.2,-0.1,TWSE,2026-09-11
1906,寶隆,11.0,-0.1,TWSE,2026-09-11
1907,永豐餘,29.05,-0.1,TWSE,2026-09-11
1909,榮成,10.45,-0.2,TWSE,2026-09-11
2002,中鋼,18.9,-0.2,TWSE,2026-09-11
2002A,中鋼特,37.1,-0.2,TWSE,2026-09-11
2006,東和鋼鐵,82.5,1.3,TWSE,2026-09-11
2007,燁興,6.81,-0.06,TWSE,2026-09-11
2008,高興昌,30.55,-0.25,TWSE,2026-09-11
2009,第一銅,39.0,-1.25,TWSE,2026-09-11
2010,春源,22.05,-0.35,TWSE,2026-09-11
2012,春雨,14.1,-0.25,TWSE,2026-09-11
2013,中鋼構,41.45,-0.4,TWSE,2026-09-11
2014,中鴻,16.65,-0.25,TWSE,2026-09-11
2015,豐興,64.4,-0.3,TWSE,2026-09-11
2017,官田鋼,8.77,-0.08,TWSE,2026-09-11
2020,美亞,21.6,-0.1,TWSE,2026-09-11
2022,聚亨,7.3,-0.14,TWSE,2026-09-11
2023,燁輝,13.9,-0.2,TWSE,2026-09-11
2025,千興,12.3,-0.1,TWSE,2026-09-11
2027,大成鋼,46.5,-1.7,TWSE,2026-09-11
2028,威致,15.7,-0.3,TWSE,2026-09-11
2029,盛餘,21.1,-0.45,TWSE,2026-09-11
2030,彰源,23.5,-0.15,TWSE,2026-09-11
2031,新光鋼,43.95,-0.5,TWSE,2026-09-11
2032,新鋼,17.0,0.15,TWSE,2026-09-11
2033,佳大,28.4,0.8,TWSE,2026-09-11
2034,允強,20.25,-0.2,TWSE,2026-09-11
2038,海光,12.1,-0.15,TWSE,2026-09-11
2049,上銀,359.0,-4.0,TWSE,2026-09-11
2059,川湖,12080.0,-520.0,TWSE,2026-09-11
2062,橋椿,18.1,-0.2,TWSE,2026-09-11
2069,運錩,24.65,1.65,TWSE,2026-09-11
2072,世紀風電,127.0,-3.5,TWSE,2026-09-11
2101,南港,30.25,-0.15,TWSE,2026-09-11
2102,泰豐,17.95,0.05,TWSE,2026-09-11
2103,台橡,25.75,-0.1,TWSE,2026-09-11
2104,國際中橡,10.5,-0.1,TWSE,2026-09-11
2105,正新,30.4,-0.2,TWSE,2026-09-11
2106,建大,16.7,-0.15,TWSE,2026-09-11
2107,厚生,26.75,-0.3,TWSE,2026-09-11
2108,南帝,29.1,0.1,TWSE,2026-09-11
2109,華豐,14.7,-0.05,TWSE,2026-09-11
2114,鑫永銓,89.2,0.1,TWSE,2026-09-11
2115,六暉-KY,23.75,-0.3,TWSE,2026-09-11
2201,裕隆,30.0,-0.2,TWSE,2026-09-11
2204,中華,52.8,-0.3,TWSE,2026-09-11
2206,三陽工業,63.1,-0.9,TWSE,2026-09-11
2207,和泰車,530.0,2.0,TWSE,2026-09-11
2208,台船,19.1,0.4,TWSE,2026-09-11
2211,長榮鋼,82.7,-0.8,TWSE,2026-09-11
2227,裕日車,47.1,0.05,TWSE,2026-09-11
2228,劍麟,74.7,-0.9,TWSE,2026-09-11
2231,為升,89.3,-0.5,TWSE,2026-09-11
2233,宇隆,160.5,-3.5,TWSE,2026-09-11
2236,百達-KY,123.0,-4.0,TWSE,2026-09-11
2237,華德動能-創,27.2,-0.45,TWSE,2026-09-11
2239,英利-KY,19.25,-0.7,TWSE,2026-09-11
2241,艾姆勒,33.9,-0.9,TWSE,2026-09-11
2243,宏旭-KY,50.0,1.5,TWSE,2026-09-11
2247,汎德永業,230.0,0.0,TWSE,2026-09-11
2248,華勝-KY,59.3,-1.0,TWSE,2026-09-11
2250,IKKA-KY,55.8,-0.1,TWSE,2026-09-11
2254,巨鎧精密-創,65.8,0.2,TWSE,2026-09-11
2258,鴻華先進-創,30.55,-0.55,TWSE,2026-09-11
2301,光寶科,277.0,-14.0,TWSE,2026-09-11
2302,麗正,41.0,-1.25,TWSE,2026-09-11
2303,聯電,140.5,-2.0,TWSE,2026-09-11
2305,全友,41.05,2.55,TWSE,2026-09-11
2308,台達電,1620.0,-55.0,TWSE,2026-09-11
2312,金寶,30.45,-0.7,TWSE,2026-09-11
2313,華通,221.5,-4.0,TWSE,2026-09-11
2314,台揚,10.5,-0.3,TWSE,2026-09-11
2316,楠梓電,158.0,-3.0,TWSE,2026-09-11
2317,鴻海,248.0,-3.0,TWSE,2026-09-11
2323,中環,10.7,0.15,TWSE,2026-09-11
2324,仁寶,37.8,-0.85,TWSE,2026-09-11
2327,國巨*,544.0,-28.0,TWSE,2026-09-11
2328,廣宇,46.0,-0.1,TWSE,2026-09-11
2329,華泰,41.6,-0.6,TWSE,2026-09-11
2330,台積電,2410.0,-40.0,TWSE,2026-09-11
2331,精英,18.7,-0.05,TWSE,2026-09-11
2332,友訊,19.0,0.15,TWSE,2026-09-11
2337,旺宏,119.0,-3.5,TWSE,2026-09-11
2338,光罩,47.75,2.1,TWSE,2026-09-11
2340,台亞,31.65,0.0,TWSE,2026-09-11
2342,茂矽,37.7,-1.5,TWSE,2026-09-11
2344,華邦電,171.5,-8.0,TWSE,2026-09-11
2345,智邦,1885.0,-80.0,TWSE,2026-09-11
2347,聯強,89.0,0.2,TWSE,2026-09-11
2348,海悅,70.3,-1.0,TWSE,2026-09-11
2348A,海悅甲特,38.45,-0.1,TWSE,2026-09-11
2349,錸德,10.3,-0.2,TWSE,2026-09-11
2351,順德,234.0,-1.5,TWSE,2026-09-11
2352,佳世達,28.7,-0.3,TWSE,2026-09-11
2353,宏碁,31.1,-0.4,TWSE,2026-09-11
2354,鴻準,65.7,0.7,TWSE,2026-09-11
2355,敬鵬,41.5,-0.35,TWSE,2026-09-11
2356,英業達,62.0,-0.6,TWSE,2026-09-11
2357,華碩,924.0,-65.0,TWSE,2026-09-11
2359,所羅門,128.0,-2.0,TWSE,2026-09-11
2360,致茂,2160.0,-20.0,TWSE,2026-09-11
2362,藍天,47.15,-0.45,TWSE,2026-09-11
2363,矽統,50.7,-1.9,TWSE,2026-09-11
2364,倫飛,62.0,-1.3,TWSE,2026-09-11
2365,昆盈,28.05,-0.25,TWSE,2026-09-11
2367,燿華,40.7,-0.45,TWSE,2026-09-11
2368,金像電,1030.0,-15.0,TWSE,2026-09-11
2369,菱生,29.5,-0.5,TWSE,2026-09-11
2371,大同,27.45,-0.4,TWSE,2026-09-11
2373,震旦行,52.9,-0.2,TWSE,2026-09-11
2374,佳能,67.3,0.0,TWSE,2026-09-11
2375,凱美,118.5,-3.5,TWSE,2026-09-11
2376,技嘉,349.0,-2.5,TWSE,2026-09-11
2377,微星,149.0,0.0,TWSE,2026-09-11
2379,瑞昱,704.0,8.0,TWSE,2026-09-11
2380,虹光,16.9,-0.2,TWSE,2026-09-11
2382,廣達,336.5,0.5,TWSE,2026-09-11
2383,台光電,5365.0,-10.0,TWSE,2026-09-11
2385,群光,105.0,1.5,TWSE,2026-09-11
2387,精元,36.35,-0.35,TWSE,2026-09-11
2388,威盛,75.2,-2.5,TWSE,2026-09-11
2390,云辰,10.0,0.0,TWSE,2026-09-11
2392,正崴,42.3,-1.1,TWSE,2026-09-11
2393,億光,62.1,0.3,TWSE,2026-09-11
2395,研華,674.0,15.0,TWSE,2026-09-11
2397,友通,59.8,0.0,TWSE,2026-09-11
2399,映泰,45.5,0.15,TWSE,2026-09-11
2401,凌陽,24.1,-0.8,TWSE,2026-09-11
2402,毅嘉,54.0,-0.2,TWSE,2026-09-11
2404,漢唐,1005.0,-55.0,TWSE,2026-09-11
2405,輔信,14.65,-0.1,TWSE,2026-09-11
2406,國碩,26.4,-0.5,TWSE,2026-09-11
2408,南亞科,493.0,-22.0,TWSE,2026-09-11
2409,友達,30.2,-1.0,TWSE,2026-09-11
2412,中華電,140.5,1.0,TWSE,2026-09-11
2413,環科,50.2,-0.5,TWSE,2026-09-11
2414,精技,53.0,0.4,TWSE,2026-09-11
2415,錩新,27.05,-0.75,TWSE,2026-09-11
2417,圓剛,38.4,-0.05,TWSE,2026-09-11
2419,仲琦,27.05,0.2,TWSE,2026-09-11
2420,新巨,53.3,-1.0,TWSE,2026-09-11
2421,建準,164.5,-0.5,TWSE,2026-09-11
2423,固緯,72.2,-0.8,TWSE,2026-09-11
2424,隴華,8.01,0.0,TWSE,2026-09-11
2425,承啟,36.95,-0.35,TWSE,2026-09-11
2426,鼎元,97.1,1.0,TWSE,2026-09-11
2427,三商電,22.4,-0.1,TWSE,2026-09-11
2428,興勤,255.0,4.5,TWSE,2026-09-11
2429,銘旺科,30.45,-0.55,TWSE,2026-09-11
2430,燦坤,17.95,0.0,TWSE,2026-09-11
2431,聯昌,9.98,-0.07,TWSE,2026-09-11
2432,倚天酷碁-創,27.2,-0.3,TWSE,2026-09-11
2433,互盛電,41.05,-0.15,TWSE,2026-09-11
2434,統懋,60.2,-1.3,TWSE,2026-09-11
2436,偉詮電,67.1,-1.1,TWSE,2026-09-11
2438,翔耀,19.05,-0.75,TWSE,2026-09-11
2439,美律,76.5,-0.7,TWSE,2026-09-11
2440,太空梭,14.05,-0.15,TWSE,2026-09-11
2441,超豐,111.5,-3.5,TWSE,2026-09-11
2442,新美齊,15.1,-0.55,TWSE,2026-09-11
2444,兆勁,12.2,1.0,TWSE,2026-09-11
2449,京元電子,263.0,-8.5,TWSE,2026-09-11
2450,神腦,28.3,0.05,TWSE,2026-09-11
2451,創見,276.5,-6.0,TWSE,2026-09-11
2453,凌群,52.7,0.6,TWSE,2026-09-11
2454,聯發科,4585.0,-135.0,TWSE,2026-09-11
2455,全新,515.0,-17.0,TWSE,2026-09-11
2457,飛宏,21.85,-0.5,TWSE,2026-09-11
2458,義隆,126.5,-1.5,TWSE,2026-09-11
2459,敦吉,65.5,-0.3,TWSE,2026-09-11
2460,建通,30.05,-0.85,TWSE,2026-09-11
2461,光群雷,17.65,-0.15,TWSE,2026-09-11
2462,良得電,19.25,-0.15,TWSE,2026-09-11
2464,盟立,188.5,-5.0,TWSE,2026-09-11
2465,麗臺,90.0,-1.7,TWSE,2026-09-11
2466,冠西電,106.0,4.5,TWSE,2026-09-11
2467,志聖,552.0,-23.0,TWSE,2026-09-11
2468,華經,35.8,3.25,TWSE,2026-09-11
2471,資通,49.8,0.3,TWSE,2026-09-11
2472,立隆電,213.5,-3.5,TWSE,2026-09-11
2474,可成,204.0,0.0,TWSE,2026-09-11
2476,鉅祥,118.0,-1.0,TWSE,2026-09-11
2477,美隆電,22.0,0.0,TWSE,2026-09-11
2478,大毅,118.5,-5.5,TWSE,2026-09-11
2480,敦陽科,157.5,1.0,TWSE,2026-09-11
2481,強茂,150.0,-4.5,TWSE,2026-09-11
2482,連宇,15.75,0.0,TWSE,2026-09-11
2483,百容,30.1,-0.9,TWSE,2026-09-11
2484,希華,66.7,-2.0,TWSE,2026-09-11
2485,兆赫,38.55,-1.3,TWSE,2026-09-11
2486,一詮,237.5,-4.5,TWSE,2026-09-11
2488,漢平,48.55,0.4,TWSE,2026-09-11
2489,瑞軒,36.9,-1.7,TWSE,2026-09-11
2491,吉祥全,39.6,-1.5,TWSE,2026-09-11
2492,華新科,311.5,-22.5,TWSE,2026-09-11
2493,揚博,173.5,-1.0,TWSE,2026-09-11
2495,普安,37.45,0.5,TWSE,2026-09-11
2496,卓越,54.6,-0.3,TWSE,2026-09-11
2497,怡利電,43.1,0.1,TWSE,2026-09-11
2498,宏達電,39.95,-0.2,TWSE,2026-09-11
2501,國建,22.15,-0.1,TWSE,2026-09-11
2504,國產,31.3,-0.15,TWSE,2026-09-11
2505,國揚,17.3,-0.1,TWSE,2026-09-11
2506,太設,8.7,-0.02,TWSE,2026-09-11
2509,全坤建,14.45,-0.2,TWSE,2026-09-11
2511,太子,8.45,0.01,TWSE,2026-09-11
2514,龍邦,11.6,-0.05,TWSE,2026-09-11
2515,中工,12.0,0.0,TWSE,2026-09-11
2516,新建,14.5,-0.2,TWSE,2026-09-11
2520,冠德,36.45,-0.3,TWSE,2026-09-11
2524,京城,34.3,-0.7,TWSE,2026-09-11
2527,宏璟,43.45,-0.9,TWSE,2026-09-11
2528,皇普,19.8,-0.35,TWSE,2026-09-11
2530,華建,20.1,0.55,TWSE,2026-09-11
2534,宏盛,16.75,-0.05,TWSE,2026-09-11
2535,達欣工,89.8,-0.3,TWSE,2026-09-11
2536,宏普,19.1,-0.05,TWSE,2026-09-11
2537,聯上發,11.3,-0.1,TWSE,2026-09-11
2538,基泰,8.74,-0.06,TWSE,2026-09-11
2539,櫻花建,35.15,-0.2,TWSE,2026-09-11
2540,愛山林,49.1,-0.35,TWSE,2026-09-11
2542,興富發,46.5,0.0,TWSE,2026-09-11
2543,皇昌,37.9,-1.2,TWSE,2026-09-11
2545,皇翔,33.75,-0.65,TWSE,2026-09-11
2546,根基,101.0,-2.5,TWSE,2026-09-11
2547,日勝生,9.82,-0.16,TWSE,2026-09-11
2548,華固,94.9,0.5,TWSE,2026-09-11
2597,潤弘,169.0,-3.0,TWSE,2026-09-11
2601,益航,6.54,-0.12,TWSE,2026-09-11
2603,長榮,234.5,3.5,TWSE,2026-09-11
2605,新興,36.5,0.25,TWSE,2026-09-11
2606,裕民,76.5,-1.9,TWSE,2026-09-11
2607,榮運,53.3,0.3,TWSE,2026-09-11
2608,嘉里大榮,28.9,0.2,TWSE,2026-09-11
2609,陽明,59.4,1.4,TWSE,2026-09-11
2610,華航,20.4,0.2,TWSE,2026-09-11
2611,志信,13.9,0.0,TWSE,2026-09-11
2612,中航,64.2,-0.1,TWSE,2026-09-11
2613,中櫃,22.25,0.05,TWSE,2026-09-11
2614,東森,17.95,-0.05,TWSE,2026-09-11
2615,萬海,112.0,1.5,TWSE,2026-09-11
2616,山隆,13.35,0.05,TWSE,2026-09-11
2617,台航,33.65,0.2,TWSE,2026-09-11
2618,長榮航,42.35,0.55,TWSE,2026-09-11
2630,亞航,48.0,0.2,TWSE,2026-09-11
2633,台灣高鐵,26.05,0.05,TWSE,2026-09-11
2634,漢翔,63.8,0.0,TWSE,2026-09-11
2636,台驊控股,71.2,0.3,TWSE,2026-09-11
2637,慧洋-KY,101.0,0.5,TWSE,2026-09-11
2642,宅配通,20.25,0.05,TWSE,2026-09-11
2645,長榮航太,173.0,0.5,TWSE,2026-09-11
2646,星宇航空,20.2,-0.1,TWSE,2026-09-11
2701,萬企,10.35,-0.05,TWSE,2026-09-11
2702,華園,12.7,0.0,TWSE,2026-09-11
2704,國賓,45.75,-0.25,TWSE,2026-09-11
2705,六福,15.5,-0.05,TWSE,2026-09-11
2706,第一店,12.2,-0.05,TWSE,2026-09-11
2707,晶華,177.5,0.0,TWSE,2026-09-11
2712,遠雄來,14.25,-0.2,TWSE,2026-09-11
2722,夏都,21.45,0.05,TWSE,2026-09-11
2723,美食-KY,77.7,-1.6,TWSE,2026-09-11
2727,王品,229.0,-0.5,TWSE,2026-09-11
2731,雄獅,141.0,-0.5,TWSE,2026-09-11
2739,寒舍,37.25,-0.15,TWSE,2026-09-11
2748,雲品,38.8,-0.4,TWSE,2026-09-11
2753,八方雲集,178.0,0.0,TWSE,2026-09-11
2762,世界健身-KY,79.9,-0.8,TWSE,2026-09-11
2801,彰銀,27.9,1.05,TWSE,2026-09-11
2812,台中銀,19.5,0.4,TWSE,2026-09-11
2816,旺旺保,39.6,0.55,TWSE,2026-09-11
2820,華票,17.4,0.35,TWSE,2026-09-11
2832,台產,57.0,-0.2,TWSE,2026-09-11
2834,臺企銀,18.0,0.1,TWSE,2026-09-11
2836,高雄銀,12.3,0.1,TWSE,2026-09-11
2836A,高雄銀甲特,24.0,-0.05,TWSE,2026-09-11
2838,聯邦銀,21.05,0.15,TWSE,2026-09-11
2838A,聯邦銀甲特,51.8,-0.1,TWSE,2026-09-11
2845,遠東銀,13.7,0.25,TWSE,2026-09-11
2849,安泰銀,15.65,0.05,TWSE,2026-09-11
2850,新產,159.0,1.5,TWSE,2026-09-11
2851,中再保,47.15,1.5,TWSE,2026-09-11
2852,第一保,28.05,0.15,TWSE,2026-09-11
2855,統一證,51.9,0.2,TWSE,2026-09-11
2880,華南金,45.85,1.05,TWSE,2026-09-11
2881,富邦金,148.5,0.0,TWSE,2026-09-11
2881A,富邦特,61.7,0.0,TWSE,2026-09-11
2881B,富邦金乙特,60.9,0.0,TWSE,2026-09-11
2881C,富邦金丙特,51.4,0.0,TWSE,2026-09-11
2882,國泰金,110.5,0.0,TWSE,2026-09-11
2882A,國泰特,60.3,0.0,TWSE,2026-09-11
2882B,國泰金乙特,58.8,0.0,TWSE,2026-09-11
2883,凱基金,37.85,0.65,TWSE,2026-09-11
2883B,凱基金乙特,8.23,0.02,TWSE,2026-09-11
2884,玉山金,46.3,1.35,TWSE,2026-09-11
2885,元大金,70.0,0.3,TWSE,2026-09-11
2886,兆豐金,51.7,1.8,TWSE,2026-09-11
2887,台新新光金,42.65,0.5,TWSE,2026-09-11
2887E,台新新光戊特一,48.55,0.0,TWSE,2026-09-11
2887F,台新新光戊特二,45.7,-0.05,TWSE,2026-09-11
2887G,台新新光庚特一,44.2,0.05,TWSE,2026-09-11
2887H,台新新光庚特二,42.1,0.0,TWSE,2026-09-11
2887I,台新新光辛特,9.52,0.0,TWSE,2026-09-11
2889,國票金,16.75,0.2,TWSE,2026-09-11
2890,永豐金,43.7,0.8,TWSE,2026-09-11
2891,中信金,67.1,-0.2,TWSE,2026-09-11
2891C,中信金丙特,61.1,0.2,TWSE,2026-09-11
2892,第一金,38.9,0.9,TWSE,2026-09-11
2897,王道銀行,11.0,0.2,TWSE,2026-09-11
2897B,王道銀乙特,11.8,0.0,TWSE,2026-09-11
2901,欣欣,23.0,-0.5,TWSE,2026-09-11
2903,遠百,22.3,-0.2,TWSE,2026-09-11
2904,匯僑,12.55,-0.1,TWSE,2026-09-11
2905,三商,18.5,0.15,TWSE,2026-09-11
2906,高林,13.9,0.0,TWSE,2026-09-11
2908,特力,21.95,-0.25,TWSE,2026-09-11
2910,統領,23.25,-0.55,TWSE,2026-09-11
2911,麗嬰房,6.39,-0.04,TWSE,2026-09-11
2912,統一超,216.5,-2.0,TWSE,2026-09-11
2913,農林,10.9,-0.15,TWSE,2026-09-11
2915,潤泰全,56.6,-0.3,TWSE,2026-09-11
2923,鼎固-KY,25.4,-1.9,TWSE,2026-09-11
2929,淘帝-KY,5.72,-0.15,TWSE,2026-09-11
2939,永邑-KY,19.7,-0.3,TWSE,2026-09-11
2945,三商家購,39.65,-0.3,TWSE,2026-09-11
3002,歐格,17.05,0.05,TWSE,2026-09-11
3003,健和興,57.0,-1.7,TWSE,2026-09-11
3004,豐達科,118.5,-3.0,TWSE,2026-09-11
3005,神基,115.5,0.5,TWSE,2026-09-11
3006,晶豪科,290.5,-21.5,TWSE,2026-09-11
3008,大立光,6660.0,-60.0,TWSE,2026-09-11
3010,華立,124.5,0.0,TWSE,2026-09-11
3011,今皓,9.7,-0.29,TWSE,2026-09-11
3013,晟銘電,84.7,-2.7,TWSE,2026-09-11
3014,聯陽,130.5,-1.0,TWSE,2026-09-11
3015,全漢,51.6,-0.4,TWSE,2026-09-11
3016,嘉晶,109.5,-0.5,TWSE,2026-09-11
3017,奇鋐,3370.0,-90.0,TWSE,2026-09-11
3018,隆銘綠能,11.05,0.05,TWSE,2026-09-11
3019,亞光,137.5,-1.5,TWSE,2026-09-11
3021,鴻名,23.5,-0.15,TWSE,2026-09-11
3022,威強電,83.2,-1.2,TWSE,2026-09-11
3023,信邦,322.0,-6.0,TWSE,2026-09-11
3024,憶聲,14.4,-0.15,TWSE,2026-09-11
3025,星通,50.7,0.4,TWSE,2026-09-11
3026,禾伸堂,744.0,-59.0,TWSE,2026-09-11
3027,盛達,17.7,-0.2,TWSE,2026-09-11
3028,增你強,61.7,-0.6,TWSE,2026-09-11
3029,零壹,116.5,3.5,TWSE,2026-09-11
3030,德律,263.0,-3.5,TWSE,2026-09-11
3031,佰鴻,23.6,-0.5,TWSE,2026-09-11
3032,偉訓,73.0,-4.6,TWSE,2026-09-11
3033,威健,41.55,-0.5,TWSE,2026-09-11
3034,聯詠,547.0,2.0,TWSE,2026-09-11
3035,智原,169.5,-9.5,TWSE,2026-09-11
3036,文曄,191.0,-1.5,TWSE,2026-09-11
3037,欣興,977.0,-17.0,TWSE,2026-09-11
3038,全台,20.0,-0.1,TWSE,2026-09-11
3040,遠見,34.1,-0.4,TWSE,2026-09-11
3041,揚智,22.5,-0.45,TWSE,2026-09-11
3042,晶技,176.0,-4.5,TWSE,2026-09-11
3043,科風,20.25,-0.2,TWSE,2026-09-11
3044,健鼎,508.0,5.0,TWSE,2026-09-11
3045,台灣大,121.0,1.0,TWSE,2026-09-11
3046,建碁,52.3,-0.7,TWSE,2026-09-11
3047,訊舟,13.55,-0.1,TWSE,2026-09-11
3048,益登,50.2,-1.2,TWSE,2026-09-11
3049,精金,12.1,-0.2,TWSE,2026-09-11
3050,鈺德,11.1,-0.1,TWSE,2026-09-11
3051,力特,21.15,0.05,TWSE,2026-09-11
3052,夆典,10.4,-0.05,TWSE,2026-09-11
3054,立萬利,56.0,-0.4,TWSE,2026-09-11
3055,蔚華科,154.5,-5.5,TWSE,2026-09-11
3056,富華新,13.75,-0.2,TWSE,2026-09-11
3057,喬鼎,16.75,-0.15,TWSE,2026-09-11
3058,立德,8.03,-0.05,TWSE,2026-09-11
3059,華晶科,37.25,-0.55,TWSE,2026-09-11
3060,銘異,26.6,0.1,TWSE,2026-09-11
3062,建漢,20.55,0.3,TWSE,2026-09-11
3090,日電貿,163.0,-8.0,TWSE,2026-09-11
3092,鴻碩,22.8,-0.5,TWSE,2026-09-11
3094,聯傑,40.9,-1.0,TWSE,2026-09-11
3130,一零四,209.0,0.0,TWSE,2026-09-11
3135,凌航,162.5,-4.5,TWSE,2026-09-11
3138,耀登,89.0,-1.2,TWSE,2026-09-11
3149,正達,62.3,0.9,TWSE,2026-09-11
3150,鈺寶-創,15.8,-0.4,TWSE,2026-09-11
3164,景岳,15.95,0.0,TWSE,2026-09-11
3167,大量,828.0,-20.0,TWSE,2026-09-11
3168,眾福科,42.75,0.3,TWSE,2026-09-11
3189,景碩,822.0,-5.0,TWSE,2026-09-11
3209,全科,44.65,-1.65,TWSE,2026-09-11
3229,晟鈦,67.5,6.1,TWSE,2026-09-11
3231,緯創,185.5,0.5,TWSE,2026-09-11
3257,虹冠電,46.7,0.0,TWSE,2026-09-11
3266,昇陽,14.0,-0.05,TWSE,2026-09-11
3296,勝德,26.0,2.35,TWSE,2026-09-11
3305,昇貿,99.9,-1.6,TWSE,2026-09-11
3308,聯德,21.5,-0.05,TWSE,2026-09-11
3311,閎暉,35.0,3.15,TWSE,2026-09-11
3312,弘憶股,47.55,-0.95,TWSE,2026-09-11
3321,同泰,17.35,0.25,TWSE,2026-09-11
3338,泰碩,66.5,-0.6,TWSE,2026-09-11
3346,麗清,19.8,-0.55,TWSE,2026-09-11
3376,新日興,183.0,-6.5,TWSE,2026-09-11
3380,明泰,30.75,0.1,TWSE,2026-09-11
3406,玉晶光,1060.0,-10.0,TWSE,2026-09-11
3413,京鼎,279.5,-4.0,TWSE,2026-09-11
3416,融程電,160.5,-0.5,TWSE,2026-09-11
3419,譁裕,11.0,-0.3,TWSE,2026-09-11
3432,台端,14.45,0.1,TWSE,2026-09-11
3437,榮創,18.15,-1.55,TWSE,2026-09-11
3443,創意,6120.0,-105.0,TWSE,2026-09-11
3447,展達,26.85,-0.2,TWSE,2026-09-11
3450,聯鈞,512.0,-11.0,TWSE,2026-09-11
3481,群創,47.7,-1.65,TWSE,2026-09-11
3494,誠研,7.11,0.02,TWSE,2026-09-11
3501,維熹,38.7,-0.35,TWSE,2026-09-11
3504,揚明光,80.7,-3.2,TWSE,2026-09-11
3515,華擎,207.0,-14.5,TWSE,2026-09-11
3518,柏騰,28.95,-0.55,TWSE,2026-09-11
3528,安馳,81.8,-2.3,TWSE,2026-09-11
3530,晶相光,56.5,-0.1,TWSE,2026-09-11
3532,台勝科,423.0,13.0,TWSE,2026-09-11
3533,嘉澤,1580.0,5.0,TWSE,2026-09-11
3535,晶彩科,83.7,-1.8,TWSE,2026-09-11
3543,州巧,42.2,0.05,TWSE,2026-09-11
3545,敦泰,48.55,-1.05,TWSE,2026-09-11
3550,聯穎,21.95,-0.5,TWSE,2026-09-11
3557,嘉威,23.3,-0.5,TWSE,2026-09-11
3563,牧德,659.0,-9.0,TWSE,2026-09-11
3576,聯合再生,16.4,-0.25,TWSE,2026-09-11
3583,辛耘,704.0,-9.0,TWSE,2026-09-11
3588,通嘉,51.6,-1.2,TWSE,2026-09-11
3592,瑞鼎,219.5,-2.0,TWSE,2026-09-11
3593,力銘,10.35,0.05,TWSE,2026-09-11
3596,智易,152.5,-2.0,TWSE,2026-09-11
3605,宏致,122.5,-5.5,TWSE,2026-09-11
3607,谷崧,13.6,0.1,TWSE,2026-09-11
3617,碩天,242.5,3.5,TWSE,2026-09-11
3622,洋華,45.3,-1.8,TWSE,2026-09-11
3645,達邁,68.5,-2.1,TWSE,2026-09-11
3652,精聯,32.8,-0.35,TWSE,2026-09-11
3653,健策,5765.0,-25.0,TWSE,2026-09-11
3661,世芯-KY,3650.0,-405.0,TWSE,2026-09-11
3665,貿聯-KY,1875.0,-55.0,TWSE,2026-09-11
3669,圓展,32.3,-0.55,TWSE,2026-09-11
3673,TPK-KY,61.7,-0.9,TWSE,2026-09-11
3679,新至陞,108.5,1.5,TWSE,2026-09-11
3686,達能,14.15,-0.1,TWSE,2026-09-11
3694,海華,49.7,0.25,TWSE,2026-09-11
3701,大眾控,39.9,-1.2,TWSE,2026-09-11
3702,大聯大,106.5,-1.5,TWSE,2026-09-11
3703,欣陸,19.8,-0.1,TWSE,2026-09-11
3704,合勤控,40.5,1.1,TWSE,2026-09-11
3705,永信,55.8,-0.2,TWSE,2026-09-11
3706,神達,80.1,-1.9,TWSE,2026-09-11
3708,上緯投控,95.7,-2.5,TWSE,2026-09-11
3711,日月光投控,618.0,-32.0,TWSE,2026-09-11
3712,永崴投控,20.7,-0.5,TWSE,2026-09-11
3714,富采,61.7,-0.3,TWSE,2026-09-11
3715,定穎投控,123.0,-4.0,TWSE,2026-09-11
3716,中化控股,33.85,-0.1,TWSE,2026-09-11
3717,聯嘉投控,21.05,-0.4,TWSE,2026-09-11
4104,佳醫,72.6,-0.2,TWSE,2026-09-11
4106,雃博,24.35,-0.05,TWSE,2026-09-11
4108,懷特,11.1,-0.2,TWSE,2026-09-11
4119,旭富,58.3,0.4,TWSE,2026-09-11
4133,亞諾法,20.25,-0.05,TWSE,2026-09-11
4137,麗豐-KY,75.2,-1.1,TWSE,2026-09-11
4142,國光生,17.2,-0.3,TWSE,2026-09-11
4148,全宇生技-KY,33.8,1.4,TWSE,2026-09-11
4155,訊映,15.15,0.35,TWSE,2026-09-11
